Season,League,Player_id,Player,Age,Birth_date,Nation,Height,Team,Appearances,Minutes,Position,Rating,Shots Total,Shots On,Goals,Assists,Passes Total,Passes Key,Tackles Total,Blocks,Interceptions,Duels Total,Duels Won,Dribbles Attempted,Dribbles Success,Fouls Drawn,Fouls Committed,Yellow Cards,Red Cards,Weekly Wages $
2023-24,England League Two,435058.0,H Hunt,56.1,1970-01-01 00:00:00,England,182.0,Swindon,3.0,182.0,Defender,6.1499996999999995,0.0,0.0,0.0,0.0,126.0,0.0,8.0,2.0,6.0,15.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2024-25,Belgium Jupiler,26519.0,H Hyunseok,26.6,1999-06-16 00:00:00,Korea Republic,175.0,Gent,3.0,250.0,Midfielder,6.39,0.0,0.0,0.0,0.0,123.0,5.0,4.0,0.0,1.0,21.0,12.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0
2025-26,Belgium Jupiler,26519.0,H Hyunseok,26.6,1999-06-16 00:00:00,Korea Republic,175.0,Gent,2.0,132.0,Midfielder,6.12,1.0,1.0,0.0,0.0,33.0,2.0,4.0,0.0,3.0,15.0,8.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0
2024-25,Germany Bundesliga,26519.0,H Hyunseok,26.6,1999-06-16 00:00:00,Korea Republic,175.0,Mainz,23.0,516.0,Midfielder,5.958,4.0,2.0,0.0,1.0,224.0,9.0,8.0,1.0,7.0,54.0,23.0,8.0,4.0,8.0,3.0,0.0,0.0,0.0
2025-26,France Ligue 1,26519.0,H Hyunseok,26.6,1999-06-16 00:00:00,Korea Republic,175.0,Nantes,6.0,284.0,Midfielder,5.9399999999999995,3.0,2.0,0.0,0.0,74.0,1.0,9.0,1.0,3.0,21.0,13.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
2024-25,France Ligue 1,494535.0,H Ibrahim,20.1,2005-12-20 00:00:00,Nigeria,190.0,Reims,11.0,386.0,Attacker,5.805000000000001,1.0,0.0,0.0,1.0,50.0,4.0,4.0,2.0,2.0,74.0,17.0,8.0,3.0,2.0,13.0,1.0,0.0,0.0
2025-26,France Ligue 1,306979.0,H Igamane,23.2,2002-11-02 00:00:00,Morocco,181.0,Lille,13.0,428.0,Attacker,6.3848,18.0,9.0,5.0,1.0,127.0,4.0,7.0,0.0,2.0,68.0,32.0,22.0,13.0,3.0,6.0,2.0,0.0,0.0
2024-25,Scotland Premier,306979.0,H Igamane,23.2,2002-11-02 00:00:00,Morocco,181.0,Rangers,33.0,1983.0,Attacker,7.0859992499999995,66.0,34.0,12.0,1.0,616.0,35.0,20.0,1.0,4.0,339.0,135.0,95.0,44.0,26.0,35.0,2.0,0.0,0.0
2024-25,Netherlands Eredivisie,2901.0,H Inbeom,29.3,1996-09-20 00:00:00,Korea Republic,177.0,Feyenoord,21.0,1626.0,Midfielder,6.910094729999999,18.0,9.0,3.0,2.0,992.0,33.0,32.0,2.0,18.0,151.0,72.0,15.0,6.0,22.0,17.0,5.0,0.0,0.0
2025-26,Netherlands Eredivisie,2901.0,H Inbeom,29.3,1996-09-20 00:00:00,Korea Republic,177.0,Feyenoord,10.0,507.0,Midfielder,6.4124,5.0,3.0,1.0,3.0,296.0,11.0,11.0,1.0,6.0,55.0,33.0,7.0,3.0,8.0,6.0,0.0,0.0,0.0
2024-25,England League One,19749.0,H Isted,28.9,1997-03-05 00:00:00,England,186.0,Burton,3.0,270.0,Goalkeeper,5.9099994,0.0,0.0,0.0,0.0,110.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-24,England League One,19749.0,H Isted,56.1,1970-01-01 00:00:00,England,186.0,Charlton,21.0,1890.0,Goalkeeper,6.550856639999999,0.0,0.0,0.0,0.0,561.0,0.0,1.0,0.0,0.0,9.0,7.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0
2024-25,Germany Bundesliga,32893.0,H Ito,26.7,1999-05-12 00:00:00,Japan,188.0,Bayern Munich,6.0,250.0,Defender,6.2849997,1.0,1.0,1.0,0.0,193.0,4.0,2.0,2.0,4.0,17.0,11.0,3.0,1.0,3.0,2.0,1.0,0.0,74933.0
2025-26,Germany Bundesliga,32893.0,H Ito,26.7,1999-05-12 00:00:00,Japan,188.0,Bayern Munich,8.0,425.0,Defender,6.2928,7.0,3.0,1.0,2.0,393.0,4.0,0.0,0.0,8.0,22.0,14.0,2.0,2.0,1.0,5.0,0.0,0.0,85090.0
2023-24,Germany Bundesliga,32893.0,H Ito,56.1,1970-01-01 00:00:00,Japan,188.0,Stuttgart,26.0,2232.0,Defender,6.990922619999999,9.0,4.0,0.0,2.0,1965.0,19.0,19.0,17.0,31.0,141.0,64.0,10.0,7.0,8.0,17.0,1.0,0.0,0.0
2024-25,England Championship,330640.0,H Jones,21.0,2005-02-13 00:00:00,England,178.0,Sunderland,4.0,131.0,Midfielder,5.9099994,1.0,0.0,0.0,0.0,54.0,3.0,3.0,0.0,0.0,12.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2024-25,0,0.0,H JuniorTraore,0.0,0,0,0.0,Auxerre,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54119.0
2024-25,Netherlands Eredivisie,37217.0,H Jurjus,32.0,1994-02-09 00:00:00,Netherlands,189.0,Groningen,2.0,180.0,Goalkeeper,5.805000000000001,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,Netherlands Eredivisie,37217.0,H Jurjus,32.0,1994-02-09 00:00:00,Netherlands,189.0,Groningen,4.0,327.0,Goalkeeper,5.742,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-24,Italy Serie A,22007.0,H Kamara,56.1,1970-01-01 00:00:00,Cote Divoire,168.0,Udinese,35.0,2240.0,Defender,6.680799159999999,20.0,8.0,1.0,1.0,631.0,21.0,45.0,2.0,26.0,187.0,100.0,52.0,30.0,8.0,21.0,4.0,0.0,0.0
2024-25,Italy Serie A,22007.0,H Kamara,31.9,1994-03-05 00:00:00,Cote Divoire,168.0,Udinese,30.0,2009.0,Defender,6.77833268,11.0,3.0,1.0,4.0,759.0,24.0,35.0,5.0,26.0,170.0,96.0,39.0,18.0,22.0,25.0,7.0,0.0,22797.0
2025-26,Italy Serie A,22007.0,H Kamara,31.9,1994-03-05 00:00:00,Cote Divoire,168.0,Udinese,15.0,1057.0,Defender,6.5281,9.0,4.0,0.0,1.0,395.0,13.0,23.0,3.0,14.0,84.0,53.0,20.0,12.0,7.0,9.0,3.0,0.0,25887.0
2023-24,England League One,19937.0,H Kane,56.1,1970-01-01 00:00:00,England,173.0,Barnsley,43.0,3607.0,Midfielder,7.26730148,42.0,20.0,9.0,5.0,2239.0,67.0,46.0,7.0,22.0,305.0,156.0,20.0,16.0,50.0,48.0,12.0,0.0,0.0
2023-24,Germany Bundesliga,184.0,H Kane,56.1,1970-01-01 00:00:00,England,188.0,Bayern Munich,32.0,2844.0,Attacker,7.97284375,109.0,67.0,36.0,8.0,621.0,31.0,13.0,4.0,6.0,236.0,107.0,56.0,24.0,39.0,10.0,2.0,0.0,0.0
2024-25,Germany Bundesliga,184.0,H Kane,32.5,1993-07-28 00:00:00,England,188.0,Bayern Munich,31.0,2391.0,Attacker,7.773741739999999,90.0,54.0,26.0,8.0,617.0,35.0,14.0,2.0,3.0,164.0,84.0,49.0,21.0,21.0,9.0,5.0,0.0,495591.0
2025-26,Germany Bundesliga,184.0,H Kane,32.5,1993-07-28 00:00:00,England,188.0,Bayern Munich,19.0,1524.0,Attacker,8.2091,53.0,41.0,21.0,4.0,494.0,24.0,12.0,3.0,6.0,145.0,82.0,29.0,19.0,25.0,13.0,0.0,0.0,562766.0
2024-25,England League One,19937.0,H Kane,27.2,1998-11-23 00:00:00,England,173.0,Huddersfield,28.0,1887.0,Midfielder,6.75189258,16.0,9.0,3.0,5.0,1079.0,28.0,24.0,5.0,20.0,185.0,98.0,20.0,12.0,40.0,19.0,3.0,0.0,0.0
2025-26,England League One,19937.0,H Kane,27.2,1998-11-23 00:00:00,England,173.0,Huddersfield,8.0,647.0,Midfielder,6.716,3.0,1.0,1.0,1.0,404.0,7.0,8.0,1.0,4.0,72.0,46.0,7.0,3.0,21.0,8.0,3.0,0.0,0.0
2023-24,England League Two,347117.0,H Kasimu,56.1,1970-01-01 00:00:00,France,182.0,Sutton Utd,6.0,123.0,Attacker,5.7780000000000005,1.0,1.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,37.0,11.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0
2023-24,France Ligue 1,286660.0,H Keita,56.1,1970-01-01 00:00:00,Mali,182.0,Clermont,27.0,1270.0,Midfielder,6.6815999999999995,14.0,5.0,1.0,0.0,669.0,10.0,34.0,10.0,28.0,160.0,91.0,24.0,14.0,36.0,23.0,4.0,0.0,0.0
2023-24,England League One,17607.0,H Kite,56.1,1970-01-01 00:00:00,England,176.0,Exeter,20.0,837.0,Midfielder,6.03326248,3.0,1.0,0.0,0.0,371.0,5.0,16.0,4.0,10.0,85.0,40.0,13.0,7.0,5.0,12.0,0.0,0.0,0.0
2025-26,England Championship,129097.0,H Knibbs,26.8,1999-04-26 00:00:00,England,174.0,Charlton,23.0,541.0,Midfielder,6.0444,7.0,4.0,3.0,0.0,104.0,8.0,16.0,2.0,2.0,90.0,36.0,5.0,0.0,8.0,15.0,4.0,0.0,0.0
2023-24,England League One,129097.0,H Knibbs,56.1,1970-01-01 00:00:00,England,174.0,Reading,45.0,3788.0,Attacker,7.347332990000001,43.0,25.0,11.0,6.0,841.0,55.0,123.0,9.0,32.0,485.0,247.0,25.0,11.0,40.0,54.0,4.0,0.0,0.0
2024-25,England League One,129097.0,H Knibbs,26.8,1999-04-26 00:00:00,England,174.0,Reading,43.0,3716.0,Attacker,7.23676716,32.0,22.0,14.0,6.0,970.0,43.0,112.0,8.0,45.0,550.0,273.0,51.0,18.0,64.0,67.0,5.0,0.0,0.0
2025-26,France Ligue 1,22220.0,H Koffi,29.3,1996-10-16 00:00:00,Burkina Faso,186.0,Angers,17.0,1530.0,Goalkeeper,7.3932,0.0,0.0,0.0,0.0,488.0,0.0,1.0,1.0,0.0,11.0,9.0,0.0,0.0,4.0,1.0,0.0,0.0,16208.0
2024-25,France Ligue 1,22220.0,H Koffi,29.3,1996-10-16 00:00:00,Burkina Faso,186.0,Lens,5.0,450.0,Goalkeeper,6.426,0.0,0.0,0.0,0.0,112.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,14273.0
2024-25,Germany Bundesliga,319858.0,H Koudossou,26.4,1999-09-03 00:00:00,Germany,180.0,Augsburg,21.0,733.0,Defender,6.15523792,0.0,0.0,0.0,0.0,279.0,10.0,18.0,2.0,14.0,71.0,39.0,16.0,8.0,5.0,7.0,1.0,0.0,3767.0
2025-26,0,0.0,H Koudossou,0.0,0,0,0.0,Augsburg,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10580.0
2024-25,Belgium Jupiler,81164.0,H Kurucay,28.4,1997-08-31 00:00:00,Turkiye,187.0,OH Leuven,23.0,1843.0,Defender,6.66066602,5.0,2.0,1.0,0.0,1106.0,3.0,22.0,8.0,18.0,112.0,66.0,6.0,4.0,12.0,17.0,5.0,1.0,0.0
2023-24,England League One,130856.0,H Kyprianou,56.1,1970-01-01 00:00:00,Cyprus,189.0,Peterborough,44.0,3790.0,Midfielder,7.33875,37.0,18.0,8.0,1.0,2335.0,34.0,67.0,13.0,36.0,452.0,250.0,19.0,13.0,50.0,54.0,10.0,0.0,0.0
2024-25,England League One,130856.0,H Kyprianou,24.7,2001-05-27 00:00:00,Cyprus,189.0,Peterborough,34.0,2408.0,Midfielder,6.79314636,19.0,12.0,3.0,1.0,1314.0,15.0,61.0,11.0,29.0,321.0,165.0,18.0,9.0,42.0,42.0,9.0,0.0,0.0
2025-26,England Championship,130856.0,H Kyprianou,24.7,2001-05-27 00:00:00,Cyprus,189.0,Watford,26.0,1932.0,Midfielder,6.9834000000000005,5.0,2.0,0.0,1.0,867.0,7.0,28.0,5.0,31.0,197.0,114.0,15.0,6.0,32.0,32.0,8.0,0.0,0.0
2023-24,Germany Bundesliga,335094.0,H Larsson,56.1,1970-01-01 00:00:00,Sweden,187.0,Ein Frankfurt,29.0,1884.0,Midfielder,6.64034476,7.0,4.0,2.0,1.0,947.0,10.0,31.0,7.0,29.0,114.0,49.0,18.0,7.0,2.0,16.0,1.0,0.0,0.0
2024-25,Germany Bundesliga,335094.0,H Larsson,21.6,2004-06-27 00:00:00,Sweden,187.0,Ein Frankfurt,33.0,2405.0,Midfielder,6.95675678,15.0,10.0,3.0,1.0,1226.0,21.0,47.0,11.0,33.0,151.0,77.0,19.0,12.0,5.0,21.0,2.0,0.0,37467.0
2025-26,Germany Bundesliga,335094.0,H Larsson,21.6,2004-06-27 00:00:00,Sweden,187.0,Ein Frankfurt,12.0,746.0,Midfielder,6.441599999999999,4.0,2.0,1.0,2.0,388.0,8.0,8.0,1.0,10.0,30.0,15.0,3.0,2.0,0.0,4.0,0.0,0.0,42545.0
2024-25,Belgium Jupiler,138823.0,H Lawrence,24.3,2001-09-21 00:00:00,England,171.0,Standard Liege,34.0,2568.0,Defender,6.86932191,3.0,0.0,0.0,0.0,994.0,8.0,42.0,19.0,33.0,219.0,136.0,35.0,22.0,38.0,19.0,5.0,1.0,0.0
2025-26,Belgium Jupiler,138823.0,H Lawrence,24.3,2001-09-21 00:00:00,England,171.0,Standard Liege,13.0,948.0,Defender,6.4214,0.0,0.0,0.0,0.0,336.0,4.0,14.0,3.0,9.0,86.0,49.0,7.0,5.0,13.0,9.0,1.0,0.0,0.0
2023-24,England Championship,284191.0,H Leonard,56.1,1970-01-01 00:00:00,England,182.0,Blackburn,19.0,836.0,Attacker,6.164000000000001,16.0,9.0,3.0,2.0,190.0,11.0,6.0,2.0,3.0,84.0,35.0,14.0,7.0,9.0,7.0,2.0,0.0,0.0
2024-25,England Championship,284191.0,H Leonard,22.4,2003-09-12 00:00:00,England,184.0,Blackburn,9.0,140.0,Attacker,6.10875,6.0,4.0,1.0,0.0,37.0,2.0,1.0,0.0,1.0,35.0,17.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0
2025-26,England League One,284191.0,H Leonard,22.4,2003-09-12 00:00:00,England,184.0,Peterborough,21.0,1652.0,Attacker,6.6248,42.0,25.0,8.0,4.0,227.0,14.0,4.0,3.0,3.0,188.0,70.0,17.0,7.0,24.0,10.0,6.0,0.0,0.0
2023-24,England League Two,18934.0,H Lewis,56.1,1970-01-01 00:00:00,England,191.0,Bradford,26.0,2340.0,Goalkeeper,6.6225381599999995,0.0,0.0,0.0,0.0,770.0,1.0,0.0,0.0,2.0,10.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2023-24,England League One,18934.0,H Lewis,56.1,1970-01-01 00:00:00,England,191.0,Carlisle,20.0,1800.0,Goalkeeper,6.3504,0.0,0.0,0.0,0.0,631.0,1.0,0.0,0.0,1.0,16.0,13.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
2024-25,England League Two,18934.0,H Lewis,28.1,1997-12-20 00:00:00,England,191.0,Carlisle,14.0,1260.0,Goalkeeper,6.32914272,0.0,0.0,0.0,0.0,485.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
2023-24,England League One,297999.0,H Lintott,56.1,1970-01-01 00:00:00,England,189.0,Northampton,16.0,496.0,Defender,5.8079997,1.0,1.0,0.0,0.0,127.0,1.0,5.0,0.0,2.0,37.0,22.0,7.0,4.0,5.0,4.0,0.0,0.0,0.0
2024-25,Netherlands Eredivisie,248.0,H Lozano,30.5,1995-07-30 00:00:00,Mexico,175.0,PSV Eindhoven,9.0,282.0,Attacker,6.66,12.0,6.0,4.0,2.0,154.0,5.0,8.0,0.0,1.0,47.0,25.0,13.0,6.0,8.0,5.0,0.0,0.0,0.0
2023-24,England League One,295661.0,H Macadam,56.1,1970-01-01 00:00:00,England,182.0,Fleetwood Town,2.0,91.0,Midfielder,5.67,1.0,0.0,0.0,0.0,23.0,0.0,3.0,0.0,2.0,7.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2024-25,England League Two,295661.0,H Macadam,25.0,2001-01-09 00:00:00,England,193.0,Morecambe,29.0,1960.0,Midfielder,6.51285645,11.0,3.0,1.0,0.0,610.0,19.0,29.0,2.0,12.0,240.0,108.0,27.0,14.0,13.0,19.0,2.0,0.0,0.0
2023-24,France Ligue 1,20558.0,H Magnetti,56.1,1970-01-01 00:00:00,France,180.0,Brest,33.0,2355.0,Midfielder,6.82499961,23.0,11.0,2.0,0.0,1110.0,24.0,49.0,1.0,18.0,212.0,105.0,37.0,26.0,17.0,21.0,6.0,0.0,0.0
2024-25,France Ligue 1,20558.0,H Magnetti,27.7,1998-05-30 00:00:00,France,180.0,Brest,32.0,2331.0,Midfielder,6.732281250000001,14.0,6.0,1.0,0.0,1049.0,6.0,52.0,3.0,18.0,197.0,93.0,24.0,9.0,22.0,29.0,5.0,0.0,16255.0
2025-26,France Ligue 1,20558.0,H Magnetti,27.7,1998-05-30 00:00:00,France,180.0,Brest,18.0,1465.0,Midfielder,6.9113,10.0,3.0,1.0,0.0,643.0,9.0,33.0,0.0,24.0,114.0,59.0,9.0,8.0,14.0,24.0,3.0,0.0,18459.0
2023-24,England Premier,2935.0,H Maguire,56.1,1970-01-01 00:00:00,England,194.0,Man Utd,22.0,1650.0,Defender,6.868363199999999,15.0,3.0,2.0,2.0,1096.0,6.0,24.0,24.0,25.0,156.0,103.0,2.0,0.0,10.0,21.0,4.0,0.0,0.0
2024-25,England Premier,2935.0,H Maguire,32.9,1993-03-05 00:00:00,England,194.0,Man Utd,27.0,1758.0,Defender,6.685814239999999,13.0,7.0,1.0,0.0,1118.0,8.0,30.0,12.0,40.0,160.0,107.0,5.0,2.0,11.0,18.0,7.0,0.0,232038.0
2025-26,England Premier,2935.0,H Maguire,32.9,1993-03-05 00:00:00,England,194.0,Man Utd,10.0,536.0,Defender,6.164000000000001,5.0,1.0,1.0,1.0,222.0,1.0,3.0,3.0,3.0,39.0,24.0,0.0,0.0,3.0,6.0,0.0,0.0,257963.0
2023-24,France Ligue 1,20531.0,H Maiga,56.1,1970-01-01 00:00:00,Cote Divoire,181.0,Metz,7.0,142.0,Midfielder,5.927142600000001,1.0,0.0,0.0,0.0,61.0,0.0,2.0,0.0,4.0,15.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
2025-26,France Ligue 1,449153.0,H Makalou,19.5,2006-07-15 00:00:00,Mali,164.0,Brest,10.0,182.0,Midfielder,5.805000000000001,2.0,0.0,0.0,0.0,79.0,4.0,1.0,1.0,3.0,9.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
2025-26,0,0.0,H ManangaMbock,0.0,0,0,0.0,Brest,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026.0
2025-26,Germany Bundesliga,110.0,H Massengo,24.6,2001-07-07 00:00:00,France,178.0,Augsburg,19.0,1528.0,Midfielder,6.9387,9.0,3.0,2.0,1.0,726.0,10.0,28.0,6.0,22.0,132.0,68.0,26.0,16.0,15.0,14.0,1.0,0.0,0.0
2024-25,France Ligue 1,110.0,H Massengo,24.6,2001-07-07 00:00:00,France,178.0,Auxerre,17.0,1046.0,Midfielder,6.21505816,6.0,3.0,0.0,0.0,433.0,3.0,17.0,4.0,17.0,113.0,55.0,25.0,10.0,21.0,17.0,5.0,0.0,0.0
2024-25,England Championship,110.0,H Massengo,24.6,2001-07-07 00:00:00,France,178.0,Burnley,8.0,91.0,Midfielder,5.6999997,0.0,0.0,0.0,1.0,54.0,1.0,2.0,1.0,1.0,12.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
2024-25,England Championship,369281.0,H Matthews,21.6,2004-06-19 00:00:00,Australia,182.0,Portsmouth,6.0,315.0,Defender,6.1049997,0.0,0.0,0.0,0.0,109.0,1.0,6.0,1.0,1.0,26.0,17.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
2025-26,England Championship,369281.0,H Matthews,21.6,2004-06-19 00:00:00,Australia,182.0,Portsmouth,12.0,662.0,Defender,6.2134,0.0,0.0,0.0,0.0,371.0,0.0,11.0,4.0,7.0,64.0,37.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0
2024-25,Belgium Jupiler,37876.0,H Matthys,30.0,1996-01-19 00:00:00,Belgium,186.0,Beerschot,11.0,908.0,Defender,6.5424,3.0,2.0,1.0,1.0,583.0,4.0,9.0,11.0,18.0,51.0,23.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0
2023-24,England League One,289510.0,H Mchugh,56.1,1970-01-01 00:00:00,England,182.0,Wigan,2.0,115.0,Midfielder,5.58,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,15.0,6.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
2024-25,England League One,289510.0,H Mchugh,23.3,2002-10-14 00:00:00,England,182.0,Wigan,14.0,457.0,Midfielder,5.8361535,3.0,0.0,0.0,0.0,108.0,3.0,8.0,0.0,4.0,62.0,27.0,12.0,5.0,9.0,12.0,2.0,0.0,0.0
2024-25,England League Two,82068.0,H Mckirdy,28.8,1997-03-29 00:00:00,England,175.0,Bromley,9.0,286.0,Attacker,5.9399999999999995,9.0,6.0,2.0,0.0,33.0,1.0,3.0,0.0,0.0,25.0,11.0,5.0,3.0,4.0,1.0,1.0,0.0,0.0
2025-26,England League Two,82068.0,H Mckirdy,28.8,1997-03-29 00:00:00,England,175.0,Crawley Town,22.0,1588.0,Midfielder,6.4386,38.0,23.0,6.0,3.0,191.0,14.0,11.0,0.0,0.0,136.0,41.0,33.0,13.0,14.0,27.0,5.0,0.0,0.0
2023-24,England League Two,82068.0,H Mckirdy,56.1,1970-01-01 00:00:00,England,175.0,Swindon,9.0,220.0,Attacker,5.9899995,16.0,6.0,1.0,0.0,47.0,2.0,2.0,0.0,3.0,30.0,10.0,13.0,3.0,5.0,2.0,2.0,0.0,0.0
2025-26,Italy Serie A,331678.0,H Meister,22.2,2003-11-17 00:00:00,Denmark,192.0,Pisa,18.0,1165.0,Attacker,6.227399999999999,13.0,6.0,2.0,0.0,107.0,2.0,2.0,0.0,0.0,142.0,51.0,28.0,10.0,14.0,20.0,1.0,0.0,12606.0
2024-25,0,0.0,H Meister,0.0,0,0,0.0,Rennes,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10903.0
2024-25,England Championship,180560.0,H Mejbri,23.0,2003-01-21 00:00:00,Tunisia,177.0,Burnley,37.0,1932.0,Midfielder,6.61552896,18.0,7.0,1.0,4.0,804.0,29.0,37.0,1.0,12.0,279.0,130.0,43.0,24.0,57.0,53.0,8.0,1.0,0.0
2025-26,England Premier,180560.0,H Mejbri,23.0,2003-01-21 00:00:00,Tunisia,177.0,Burnley,16.0,485.0,Midfielder,6.0444,3.0,1.0,0.0,1.0,162.0,8.0,10.0,0.0,3.0,82.0,40.0,12.0,8.0,21.0,9.0,4.0,0.0,0.0
2023-24,England Premier,180560.0,H Mejbri,56.1,1970-01-01 00:00:00,Tunisia,177.0,Man Utd,5.0,129.0,Midfielder,6.1875,1.0,1.0,1.0,0.0,36.0,2.0,3.0,1.0,0.0,29.0,13.0,3.0,2.0,6.0,5.0,1.0,0.0,0.0
2023-24,Spain La Liga,180560.0,H Mejbri,56.1,1970-01-01 00:00:00,Tunisia,177.0,Sevilla,6.0,100.0,Midfielder,6.084,1.0,0.0,0.0,0.0,48.0,4.0,3.0,0.0,0.0,23.0,10.0,4.0,3.0,4.0,4.0,2.0,0.0,0.0
2023-24,Spain La Liga,20627.0,H Mendes,56.1,1970-01-01 00:00:00,Guineabissau,184.0,Almeria,7.0,395.0,Defender,5.8500000000000005,0.0,0.0,0.0,0.0,118.0,1.0,17.0,2.0,2.0,62.0,36.0,5.0,2.0,10.0,6.0,0.0,0.0,0.0
2025-26,Netherlands Eredivisie,20627.0,H Mendes,27.7,1998-05-04 00:00:00,Guineabissau,184.0,For Sittard,6.0,96.0,Defender,6.003,0.0,0.0,0.0,0.0,18.0,0.0,3.0,0.0,0.0,9.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
2024-25,Belgium Jupiler,402.0,H Mendyl,28.3,1997-10-21 00:00:00,Morocco,179.0,OH Leuven,12.0,583.0,Defender,6.0449994,2.0,0.0,0.0,1.0,231.0,5.0,16.0,2.0,4.0,72.0,37.0,22.0,9.0,5.0,10.0,1.0,0.0,0.0
2025-26,England League One,434012.0,H Mills,22.2,2003-11-03 00:00:00,England,182.0,Peterborough,13.0,966.0,Defender,6.7104,7.0,2.0,0.0,0.0,590.0,14.0,19.0,3.0,12.0,110.0,65.0,21.0,15.0,14.0,7.0,3.0,0.0,0.0
2024-25,Scotland Premier,138258.0,H Milne,29.2,1996-10-29 00:00:00,Scotland,183.0,Hearts,3.0,239.0,Defender,6.2399997,1.0,0.0,0.0,0.0,106.0,2.0,7.0,1.0,1.0,26.0,13.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0
2025-26,Scotland Premier,138258.0,H Milne,29.2,1996-10-29 00:00:00,Scotland,183.0,Hearts,21.0,1765.0,Midfielder,7.3528,17.0,6.0,1.0,4.0,837.0,38.0,52.0,4.0,15.0,273.0,170.0,34.0,15.0,40.0,20.0,6.0,0.0,0.0
2023-24,England League Two,340816.0,H Minturn,56.1,1970-01-01 00:00:00,England,188.0,Swindon,20.0,1234.0,Defender,6.4068416599999995,2.0,0.0,0.0,0.0,644.0,1.0,20.0,14.0,34.0,141.0,76.0,13.0,11.0,10.0,9.0,2.0,0.0,0.0
2024-25,England League Two,340816.0,H Minturn,22.1,2003-12-26 00:00:00,England,188.0,Swindon,8.0,413.0,Defender,6.10875,2.0,1.0,0.0,1.0,201.0,1.0,9.0,2.0,7.0,69.0,38.0,5.0,2.0,5.0,3.0,0.0,0.0,0.0
2023-24,Italy Serie A,1457.0,H Mkhitaryan,56.1,1970-01-01 00:00:00,Armenia,177.0,Inter,36.0,2804.0,Midfielder,7.43365626,28.0,6.0,2.0,7.0,1602.0,40.0,62.0,4.0,29.0,234.0,125.0,36.0,19.0,29.0,34.0,4.0,0.0,0.0
2024-25,Italy Serie A,1457.0,H Mkhitaryan,37.0,1989-01-21 00:00:00,Armenia,177.0,Inter,32.0,2409.0,Midfielder,7.1489062500000005,14.0,2.0,1.0,4.0,1485.0,30.0,43.0,5.0,17.0,200.0,97.0,26.0,7.0,24.0,33.0,4.0,0.0,96541.0
2025-26,Italy Serie A,1457.0,H Mkhitaryan,37.0,1989-01-21 00:00:00,Armenia,177.0,Inter,16.0,913.0,Midfielder,6.634799999999999,20.0,5.0,1.0,0.0,532.0,10.0,20.0,3.0,12.0,102.0,48.0,18.0,10.0,11.0,17.0,2.0,0.0,109627.0
