Season,League,Player_id,Player,Age,Birth_date,Nation,Height,Team,Appearances,Minutes,Position,Rating,Shots Total,Shots On,Goals,Assists,Passes Total,Passes Key,Tackles Total,Blocks,Interceptions,Duels Total,Duels Won,Dribbles Attempted,Dribbles Success,Fouls Drawn,Fouls Committed,Yellow Cards,Red Cards,Weekly Wages $
2024-25,Spain La Liga,431921.0,A AznouBenCheikh,19.7,2006-06-02 00:00:00,Spain,178.0,Valladolid,13.0,876.0,Defender,6.225691439999999,3.0,1.0,0.0,0.0,264.0,6.0,28.0,8.0,10.0,140.0,76.0,36.0,20.0,17.0,14.0,2.0,0.0,0.0
2023-24,England Championship,282531.0,A Ba,56.1,1970-01-01 00:00:00,France,180.0,Sunderland,39.0,1927.0,Midfielder,6.489080639999999,29.0,12.0,3.0,4.0,608.0,34.0,16.0,1.0,9.0,228.0,94.0,84.0,29.0,32.0,16.0,8.0,0.0,0.0
2025-26,0,0.0,A Ba,0.0,0,0,0.0,Sunderland,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6789.0
2024-25,0,0.0,A BadaraBalde,0.0,0,0,0.0,Bochum,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7929.0
2025-26,0,0.0,A BadaraBalde,0.0,0,0,0.0,Nice,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9004.0
2025-26,Spain La Liga,182219.0,A Baena,24.5,2001-07-20 00:00:00,Spain,175.0,Atl Madrid,12.0,644.0,Midfielder,6.7303999999999995,10.0,5.0,2.0,1.0,279.0,19.0,10.0,2.0,6.0,82.0,34.0,17.0,7.0,14.0,16.0,2.0,0.0,0.0
2023-24,Spain La Liga,182219.0,A Baena,56.1,1970-01-01 00:00:00,Spain,175.0,Villarreal,34.0,2599.0,Midfielder,7.30764694,51.0,26.0,2.0,14.0,1052.0,86.0,34.0,2.0,12.0,271.0,125.0,51.0,26.0,57.0,52.0,11.0,1.0,0.0
2024-25,Spain La Liga,182219.0,A Baena,24.5,2001-07-20 00:00:00,Spain,175.0,Villarreal,32.0,2607.0,Midfielder,7.575,49.0,18.0,7.0,9.0,1043.0,99.0,28.0,2.0,22.0,259.0,112.0,48.0,21.0,47.0,43.0,9.0,0.0,39647.0
2024-25,Portugal Liga I,15623.0,A Bah,28.1,1997-12-09 00:00:00,Denmark,183.0,Benfica,18.0,1417.0,Defender,6.75199968,6.0,1.0,0.0,1.0,779.0,12.0,50.0,1.0,19.0,194.0,110.0,33.0,12.0,24.0,15.0,2.0,0.0,0.0
2024-25,France Ligue 1,449509.0,A Bah,19.8,2006-04-11 00:00:00,Sierra Leone,195.0,Lens,10.0,685.0,Defender,6.5831106,2.0,1.0,0.0,0.0,376.0,2.0,16.0,7.0,17.0,60.0,42.0,3.0,3.0,1.0,7.0,2.0,0.0,0.0
2025-26,France Ligue 1,449509.0,A Bah,19.8,2006-04-11 00:00:00,Sierra Leone,195.0,Nice,14.0,1078.0,Defender,6.7221,4.0,1.0,0.0,0.0,723.0,3.0,14.0,14.0,11.0,110.0,59.0,7.0,7.0,4.0,18.0,5.0,0.0,0.0
2024-25,Spain La Liga,449509.0,A Bah,19.8,2006-04-11 00:00:00,Sierra Leone,195.0,Valladolid,12.0,865.0,Defender,6.36066604,3.0,1.0,0.0,0.0,405.0,1.0,10.0,8.0,12.0,74.0,48.0,4.0,3.0,6.0,6.0,1.0,0.0,0.0
2024-25,Portugal Liga I,330419.0,A Baio,22.3,2003-09-29 00:00:00,Portugal,186.0,Guimaraes,10.0,672.0,Defender,6.562666360000001,4.0,0.0,0.0,2.0,286.0,11.0,24.0,2.0,11.0,97.0,57.0,24.0,13.0,11.0,11.0,0.0,0.0,0.0
2024-25,Italy Serie A,330419.0,A Baio,22.3,2003-09-29 00:00:00,Portugal,186.0,Juventus,9.0,353.0,Defender,6.0799995000000004,3.0,2.0,0.0,1.0,192.0,2.0,14.0,1.0,4.0,42.0,25.0,10.0,4.0,2.0,8.0,3.0,0.0,0.0
2025-26,Portugal Liga I,330419.0,A Baio,22.3,2003-09-29 00:00:00,Portugal,186.0,Porto,16.0,1126.0,Defender,6.9498,7.0,1.0,0.0,5.0,460.0,15.0,30.0,7.0,12.0,137.0,69.0,24.0,11.0,16.0,27.0,2.0,0.0,0.0
2023-24,Scotland Premier,20004.0,A Bakayoko,56.1,1970-01-01 00:00:00,Sierra Leone,193.0,Dundee,37.0,2850.0,Attacker,7.00266633,39.0,21.0,6.0,5.0,735.0,25.0,25.0,3.0,9.0,470.0,190.0,19.0,6.0,27.0,37.0,7.0,0.0,0.0
2024-25,Netherlands Eredivisie,182637.0,A Balboa,24.9,2001-03-06 00:00:00,Equatorial Guinea,181.0,Almere City,10.0,403.0,Midfielder,5.949000000000001,4.0,1.0,1.0,0.0,123.0,2.0,7.0,1.0,2.0,52.0,26.0,1.0,0.0,12.0,10.0,3.0,0.0,0.0
2023-24,Spain La Liga,161928.0,A Balde,56.1,1970-01-01 00:00:00,Spain,175.0,Barcelona,18.0,1378.0,Defender,6.576,2.0,1.0,0.0,1.0,669.0,13.0,19.0,1.0,5.0,130.0,69.0,40.0,20.0,18.0,8.0,1.0,0.0,0.0
2024-25,Spain La Liga,161928.0,A Balde,22.3,2003-10-18 00:00:00,Spain,175.0,Barcelona,32.0,2290.0,Defender,6.8405802300000005,9.0,3.0,0.0,3.0,1206.0,24.0,19.0,5.0,6.0,216.0,118.0,96.0,48.0,35.0,15.0,2.0,0.0,33106.0
2025-26,Spain La Liga,161928.0,A Balde,22.3,2003-10-18 00:00:00,Spain,177.0,Barcelona,16.0,1192.0,Defender,6.6924,7.0,1.0,0.0,2.0,700.0,17.0,25.0,7.0,5.0,99.0,64.0,23.0,15.0,16.0,9.0,2.0,0.0,37593.0
2024-25,England League Two,82047.0,A Baldwin,28.6,1997-06-10 00:00:00,England,183.0,Bradford,32.0,2598.0,Defender,6.8263125,7.0,1.0,0.0,1.0,1256.0,11.0,44.0,24.0,27.0,285.0,179.0,7.0,6.0,23.0,35.0,11.0,1.0,0.0
2025-26,England League One,82047.0,A Baldwin,28.6,1997-06-10 00:00:00,England,183.0,Bradford,16.0,1240.0,Defender,6.6930000000000005,7.0,2.0,1.0,0.0,548.0,4.0,24.0,9.0,17.0,112.0,71.0,0.0,0.0,13.0,11.0,3.0,0.0,0.0
2023-24,England League Two,82047.0,A Baldwin,56.1,1970-01-01 00:00:00,England,183.0,Notts County,41.0,3346.0,Defender,7.11187763,9.0,3.0,1.0,0.0,3696.0,14.0,29.0,53.0,49.0,246.0,160.0,12.0,9.0,41.0,21.0,12.0,0.0,0.0
2024-25,France Ligue 1,3234.0,A Bamba,35.8,1990-04-25 00:00:00,Cote Divoire,182.0,Angers,19.0,1509.0,Defender,6.4319999999999995,1.0,0.0,0.0,0.0,560.0,6.0,22.0,8.0,19.0,78.0,42.0,2.0,2.0,7.0,10.0,2.0,0.0,5352.0
2025-26,France Ligue 1,3234.0,A Bamba,35.8,1990-04-25 00:00:00,Cote Divoire,182.0,Angers,2.0,99.0,Defender,6.3,1.0,1.0,0.0,0.0,29.0,0.0,1.0,2.0,2.0,6.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,6078.0
2024-25,Portugal Liga I,437483.0,A Bamba,21.3,2004-10-08 00:00:00,Cote Divoire,177.0,Gil Vicente,11.0,958.0,Midfielder,6.486,11.0,4.0,1.0,0.0,517.0,6.0,16.0,4.0,15.0,101.0,47.0,10.0,5.0,8.0,15.0,3.0,0.0,0.0
2025-26,France Ligue 1,453792.0,A Bamba,19.5,2006-07-14 00:00:00,France,181.0,Monaco,5.0,145.0,Midfielder,6.156,0.0,0.0,0.0,0.0,123.0,0.0,8.0,0.0,2.0,29.0,19.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0
2023-24,England Championship,37049.0,A Bangura,56.1,1970-01-01 00:00:00,Sierra Leone,183.0,Middlesbrough,14.0,581.0,Defender,6.1476921,2.0,2.0,2.0,1.0,261.0,3.0,10.0,1.0,6.0,65.0,44.0,20.0,16.0,18.0,8.0,1.0,0.0,0.0
2025-26,England Championship,37049.0,A Bangura,26.5,1999-07-13 00:00:00,Sierra Leone,183.0,Middlesbrough,8.0,438.0,Defender,6.12,2.0,2.0,0.0,1.0,230.0,5.0,4.0,0.0,3.0,45.0,28.0,8.0,5.0,15.0,2.0,0.0,0.0,0.0
2024-25,England League One,321991.0,A Bannon,22.4,2003-09-16 00:00:00,Scotland,182.0,Burton,9.0,736.0,Midfielder,6.0899994,2.0,2.0,0.0,0.0,312.0,1.0,25.0,2.0,10.0,97.0,56.0,7.0,4.0,4.0,2.0,1.0,0.0,0.0
2023-24,Italy Serie A,30803.0,A Barak,56.1,1970-01-01 00:00:00,Czechia,190.0,Fiorentina,21.0,799.0,Midfielder,6.31410444,16.0,8.0,2.0,3.0,384.0,14.0,6.0,0.0,2.0,87.0,30.0,12.0,4.0,7.0,8.0,2.0,0.0,0.0
2025-26,0,0.0,A Barak,0.0,0,0,0.0,Fiorentina,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62580.0
2025-26,Portugal Liga I,68090.0,A Barisic,24.5,2001-07-19 00:00:00,Bosnia And Herzegovina,192.0,Braga,1.0,94.0,Defender,6.3,0.0,0.0,0.0,0.0,66.0,0.0,1.0,0.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-24,Germany Bundesliga,25455.0,A Barkok,56.1,1970-01-01 00:00:00,Morocco,188.0,Mainz,13.0,310.0,Midfielder,5.9099994,10.0,7.0,1.0,0.0,160.0,5.0,9.0,0.0,2.0,66.0,24.0,5.0,1.0,3.0,15.0,2.0,0.0,0.0
2024-25,0,0.0,A Barkok,0.0,0,0,0.0,Mainz,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16652.0
2024-25,England Championship,18927.0,A Barnes,36.2,1989-10-30 00:00:00,England,186.0,Burnley,13.0,123.0,Attacker,5.86125,2.0,1.0,1.0,1.0,31.0,1.0,0.0,1.0,2.0,34.0,15.0,3.0,1.0,7.0,3.0,1.0,0.0,0.0
2025-26,0,0.0,A Barnes,0.0,0,0,0.0,Burnley,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27154.0
2023-24,England Championship,18927.0,A Barnes,56.1,1970-01-01 00:00:00,England,186.0,Norwich,36.0,2600.0,Attacker,6.5827991599999995,39.0,20.0,6.0,5.0,493.0,20.0,16.0,6.0,3.0,260.0,107.0,14.0,6.0,39.0,40.0,5.0,0.0,0.0
2024-25,England Championship,18927.0,A Barnes,36.2,1989-10-30 00:00:00,England,186.0,Norwich,8.0,168.0,Attacker,5.86125,2.0,1.0,0.0,1.0,31.0,1.0,0.0,1.0,2.0,34.0,15.0,3.0,1.0,7.0,3.0,1.0,0.0,0.0
2023-24,England League Two,19844.0,A Bass,56.1,1970-01-01 00:00:00,England,191.0,AFC Wimbledon,44.0,3960.0,Goalkeeper,7.17956762,0.0,0.0,0.0,0.0,1308.0,1.0,1.0,1.0,1.0,21.0,18.0,2.0,2.0,8.0,1.0,2.0,0.0,0.0
2024-25,England League Two,19844.0,A Bass,27.8,1998-04-01 00:00:00,England,191.0,Notts County,41.0,3610.0,Goalkeeper,7.2054874600000005,0.0,0.0,0.0,1.0,1473.0,3.0,0.0,0.0,0.0,27.0,22.0,2.0,1.0,7.0,1.0,2.0,0.0,0.0
2025-26,England League One,19844.0,A Bass,27.8,1998-04-01 00:00:00,England,191.0,Peterborough,21.0,1890.0,Goalkeeper,6.910200000000001,0.0,0.0,0.0,0.0,925.0,0.0,1.0,0.0,0.0,21.0,16.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
2023-24,Italy Serie A,31009.0,A Bastoni,56.1,1970-01-01 00:00:00,Italy,190.0,Inter,28.0,2283.0,Defender,7.2673326000000005,11.0,6.0,1.0,3.0,1696.0,22.0,45.0,11.0,21.0,197.0,117.0,17.0,9.0,30.0,28.0,5.0,0.0,0.0
2024-25,Italy Serie A,31009.0,A Bastoni,26.8,1999-04-13 00:00:00,Italy,190.0,Inter,33.0,2422.0,Defender,7.29036281,11.0,2.0,1.0,5.0,2034.0,28.0,46.0,13.0,22.0,223.0,136.0,12.0,7.0,39.0,44.0,5.0,0.0,202003.0
2025-26,Italy Serie A,31009.0,A Bastoni,26.8,1999-04-13 00:00:00,Italy,190.0,Inter,19.0,1662.0,Defender,7.6426,12.0,6.0,1.0,4.0,1290.0,19.0,39.0,3.0,18.0,162.0,96.0,7.0,4.0,16.0,33.0,3.0,0.0,229384.0
2023-24,Spain La Liga,11379.0,A Batalla,56.1,1970-01-01 00:00:00,Argentina,186.0,Granada,17.0,1530.0,Goalkeeper,6.77647008,0.0,0.0,0.0,0.0,610.0,1.0,0.0,0.0,0.0,9.0,8.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0
2024-25,Spain La Liga,11379.0,A Batalla,29.7,1996-04-30 00:00:00,Argentina,186.0,Vallecano,32.0,2880.0,Goalkeeper,7.1646875,0.0,0.0,0.0,0.0,1044.0,1.0,5.0,0.0,0.0,31.0,28.0,6.0,6.0,6.0,1.0,6.0,0.0,15462.0
2025-26,Spain La Liga,11379.0,A Batalla,29.7,1996-04-30 00:00:00,Argentina,186.0,Vallecano,21.0,1899.0,Goalkeeper,7.2306,0.0,0.0,0.0,0.0,756.0,2.0,1.0,0.0,0.0,14.0,12.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0
2024-25,England Premier,50132.0,A Bayindir,27.8,1998-04-14 00:00:00,Turkiye,198.0,Man Utd,4.0,360.0,Goalkeeper,5.760000000000001,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,42744.0
2025-26,England Premier,50132.0,A Bayindir,27.8,1998-04-14 00:00:00,Turkiye,198.0,Man Utd,6.0,540.0,Goalkeeper,6.0536,0.0,0.0,0.0,0.0,177.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,47520.0
2023-24,Germany Bundesliga,8959.0,A Beck,56.1,1970-01-01 00:00:00,Germany,186.0,Heidenheim,23.0,973.0,Midfielder,6.230856739999999,9.0,3.0,1.0,1.0,423.0,11.0,24.0,0.0,4.0,159.0,73.0,34.0,21.0,10.0,14.0,1.0,0.0,0.0
2024-25,Germany Bundesliga,8959.0,A Beck,28.6,1997-06-09 00:00:00,Germany,186.0,Heidenheim,32.0,1596.0,Midfielder,6.6626875000000005,29.0,13.0,4.0,1.0,694.0,21.0,36.0,2.0,9.0,238.0,120.0,72.0,41.0,14.0,17.0,1.0,0.0,14273.0
2025-26,Germany Bundesliga,8959.0,A Beck,28.6,1997-06-09 00:00:00,Germany,186.0,Heidenheim,16.0,726.0,Midfielder,6.5088,6.0,4.0,1.0,0.0,301.0,12.0,14.0,2.0,3.0,101.0,46.0,26.0,15.0,12.0,10.0,0.0,0.0,16208.0
2023-24,England Premier,280.0,A Becker,56.1,1970-01-01 00:00:00,Brazil,193.0,Liverpool,28.0,2520.0,Goalkeeper,6.965356859999999,0.0,0.0,0.0,0.0,997.0,1.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0
2024-25,England Premier,280.0,A Becker,33.3,1992-10-02 00:00:00,Brazil,193.0,Liverpool,28.0,2509.0,Goalkeeper,7.03960686,0.0,0.0,0.0,0.0,828.0,1.0,1.0,0.0,0.0,12.0,11.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
2025-26,England Premier,280.0,A Becker,33.3,1992-10-02 00:00:00,Brazil,193.0,Liverpool,18.0,1620.0,Goalkeeper,6.7221,0.0,0.0,0.0,0.0,562.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2024-25,0,0.0,A Begovic,0.0,0,0,0.0,Everton,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36638.0
2025-26,England Championship,18858.0,A Begovic,38.6,1987-06-20 00:00:00,Bosnia And Herzegovina,199.0,Leicester,5.0,405.0,Goalkeeper,6.246,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
2023-24,England Championship,18858.0,A Begovic,56.1,1970-01-01 00:00:00,Bosnia And Herzegovina,199.0,QPR,45.0,4050.0,Goalkeeper,7.164221650000001,0.0,0.0,0.0,0.0,1224.0,1.0,2.0,0.0,1.0,17.0,15.0,0.0,0.0,5.0,1.0,4.0,1.0,0.0
2025-26,England Championship,19466.0,A Bell,31.7,1994-05-05 00:00:00,Jamaica,180.0,Charlton,18.0,1415.0,Defender,6.7124,1.0,0.0,0.0,0.0,547.0,7.0,17.0,14.0,17.0,116.0,76.0,15.0,11.0,25.0,9.0,3.0,0.0,0.0
2023-24,England Premier,19466.0,A Bell,56.1,1970-01-01 00:00:00,Jamaica,180.0,Luton,21.0,1722.0,Defender,6.43595,2.0,2.0,0.0,0.0,789.0,8.0,50.0,15.0,25.0,173.0,96.0,25.0,10.0,16.0,22.0,0.0,0.0,0.0
2024-25,England Championship,19466.0,A Bell,31.7,1994-05-05 00:00:00,Jamaica,180.0,Luton,31.0,2710.0,Defender,6.654515559999999,3.0,0.0,0.0,0.0,1037.0,14.0,48.0,10.0,25.0,239.0,140.0,19.0,9.0,38.0,18.0,1.0,0.0,0.0
2024-25,0,0.0,A BellaKotchap,0.0,0,0,0.0,Southampton,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18319.0
2025-26,0,0.0,A BellaKotchap,0.0,0,0,0.0,Verona,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29264.0
2023-24,France Ligue 1,284795.0,A Bellaarouch,56.1,1970-01-01 00:00:00,Morocco,188.0,Strasbourg,15.0,1350.0,Goalkeeper,6.49599936,0.0,0.0,0.0,0.0,443.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
2024-25,0,0.0,A Bellaarouch,0.0,0,0,0.0,Strasbourg,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12687.0
2024-25,England Premier,25061.0,A Bellakotchap,24.1,2001-12-11 00:00:00,Germany,190.0,Southampton,4.0,329.0,Defender,5.805000000000001,1.0,0.0,0.0,0.0,223.0,0.0,7.0,2.0,5.0,27.0,15.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0
2025-26,Italy Serie A,25061.0,A Bellakotchap,24.1,2001-12-11 00:00:00,Germany,190.0,Verona,14.0,1037.0,Defender,6.5087,2.0,0.0,0.0,0.0,412.0,1.0,12.0,12.0,28.0,86.0,58.0,2.0,1.0,12.0,19.0,3.0,0.0,0.0
2024-25,Portugal Liga I,30509.0,A Belotti,32.1,1993-12-20 00:00:00,Italy,181.0,Benfica,14.0,451.0,Attacker,6.1971426,21.0,14.0,3.0,0.0,96.0,7.0,6.0,0.0,1.0,81.0,42.0,14.0,5.0,19.0,11.0,0.0,0.0,0.0
2025-26,Italy Serie A,30509.0,A Belotti,32.1,1993-12-20 00:00:00,Italy,181.0,Cagliari,3.0,191.0,Attacker,6.417,6.0,4.0,2.0,0.0,28.0,1.0,0.0,0.0,3.0,30.0,12.0,2.0,1.0,7.0,3.0,0.0,0.0,0.0
2024-25,Italy Serie A,30509.0,A Belotti,32.1,1993-12-20 00:00:00,Italy,181.0,Como,18.0,588.0,Attacker,6.115293360000001,14.0,3.0,2.0,0.0,115.0,7.0,7.0,0.0,1.0,94.0,46.0,4.0,2.0,19.0,9.0,1.0,0.0,55110.0
2025-26,Italy Serie A,30509.0,A Belotti,32.1,1993-12-20 00:00:00,Italy,181.0,Como,2.0,147.0,Attacker,6.84,6.0,4.0,2.0,0.0,28.0,1.0,0.0,0.0,1.0,21.0,8.0,1.0,1.0,4.0,1.0,0.0,0.0,62580.0
2023-24,Italy Serie A,30509.0,A Belotti,56.1,1970-01-01 00:00:00,Italy,181.0,Fiorentina,15.0,952.0,Attacker,6.511066039999999,18.0,9.0,3.0,0.0,197.0,5.0,8.0,1.0,2.0,150.0,70.0,4.0,1.0,22.0,15.0,0.0,0.0,0.0
2023-24,Italy Serie A,30509.0,A Belotti,56.1,1970-01-01 00:00:00,Italy,181.0,Roma,14.0,673.0,Attacker,6.372532720000001,18.0,9.0,3.0,0.0,197.0,5.0,8.0,1.0,2.0,150.0,70.0,4.0,1.0,22.0,15.0,1.0,0.0,0.0
2024-25,England Championship,199310.0,A BenSlimane,24.9,2001-03-16 00:00:00,Tunisia,188.0,Norwich,33.0,2106.0,Midfielder,6.55778782,14.0,6.0,2.0,2.0,1163.0,20.0,38.0,5.0,15.0,233.0,101.0,39.0,22.0,21.0,38.0,6.0,0.0,0.0
2025-26,England Championship,199310.0,A BenSlimane,24.9,2001-03-16 00:00:00,Tunisia,188.0,Norwich,4.0,184.0,Midfielder,6.4350000000000005,3.0,3.0,2.0,1.0,70.0,6.0,3.0,2.0,1.0,24.0,13.0,5.0,4.0,2.0,3.0,0.0,0.0,0.0
2023-24,England Premier,199310.0,A BenSlimane,56.1,1970-01-01 00:00:00,Tunisia,188.0,Sheffield Utd,15.0,412.0,Midfielder,5.6939994,6.0,3.0,0.0,0.0,134.0,3.0,11.0,1.0,5.0,82.0,26.0,15.0,2.0,6.0,7.0,2.0,0.0,0.0
2024-25,Italy Serie A,40592.0,A Benedyczak,25.2,2000-11-24 00:00:00,Poland,191.0,Parma,9.0,210.0,Attacker,5.8799997,2.0,0.0,0.0,0.0,51.0,2.0,0.0,1.0,0.0,36.0,14.0,2.0,0.0,5.0,4.0,0.0,0.0,15264.0
2025-26,Italy Serie A,40592.0,A Benedyczak,25.2,2000-11-24 00:00:00,Poland,191.0,Parma,13.0,441.0,Attacker,6.1088,6.0,2.0,1.0,1.0,89.0,9.0,6.0,1.0,0.0,63.0,29.0,4.0,0.0,6.0,9.0,1.0,0.0,17333.0
2024-25,0,0.0,A Berardi,0.0,0,0,0.0,Verona,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9119.0
2023-24,Spain La Liga,30510.0,A Berenguer,56.1,1970-01-01 00:00:00,Spain,175.0,Ath Bilbao,35.0,1579.0,Attacker,6.553411199999999,21.0,12.0,7.0,3.0,445.0,33.0,23.0,0.0,5.0,247.0,88.0,58.0,22.0,22.0,30.0,4.0,0.0,0.0
2024-25,Spain La Liga,30510.0,A Berenguer,30.6,1995-07-04 00:00:00,Spain,175.0,Ath Bilbao,36.0,2354.0,Attacker,7.05316633,39.0,19.0,6.0,7.0,754.0,47.0,30.0,2.0,10.0,306.0,119.0,74.0,32.0,30.0,29.0,5.0,0.0,24780.0
2025-26,Spain La Liga,30510.0,A Berenguer,30.6,1995-07-04 00:00:00,Spain,175.0,Ath Bilbao,19.0,1385.0,Midfielder,6.702299999999999,20.0,15.0,2.0,2.0,514.0,34.0,17.0,0.0,7.0,202.0,85.0,36.0,19.0,32.0,15.0,3.0,0.0,28138.0
2024-25,Portugal Liga I,129697.0,A Bermejo,27.1,1998-12-11 00:00:00,Spain,183.0,Farense,24.0,583.0,Attacker,6.05999952,13.0,4.0,1.0,0.0,164.0,8.0,10.0,2.0,2.0,101.0,36.0,24.0,7.0,11.0,10.0,3.0,0.0,0.0
2025-26,0,0.0,A Bermont,0.0,0,0,0.0,Lens,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1576.0
2024-25,Italy Serie A,628.0,A Bernabe,24.7,2001-05-26 00:00:00,Spain,170.0,Parma,21.0,1460.0,Midfielder,6.854399999999999,16.0,5.0,1.0,1.0,951.0,23.0,29.0,9.0,7.0,142.0,85.0,28.0,15.0,36.0,9.0,1.0,0.0,20418.0
2025-26,Italy Serie A,628.0,A Bernabe,24.7,2001-05-26 00:00:00,Spain,170.0,Parma,21.0,1638.0,Midfielder,7.2203,22.0,8.0,2.0,1.0,773.0,32.0,25.0,5.0,7.0,150.0,77.0,29.0,10.0,40.0,9.0,0.0,0.0,23186.0
2023-24,Scotland Premier,129902.0,A Bernabei,56.1,1970-01-01 00:00:00,Argentina,169.0,Celtic,8.0,339.0,Defender,6.2325,2.0,0.0,0.0,0.0,247.0,5.0,16.0,1.0,4.0,76.0,36.0,16.0,10.0,5.0,10.0,1.0,0.0,0.0
2024-25,Italy Serie A,1090.0,A Bernede,26.7,1999-05-26 00:00:00,France,178.0,Verona,14.0,594.0,Midfielder,5.9592852,3.0,2.0,1.0,0.0,225.0,10.0,15.0,1.0,5.0,62.0,26.0,3.0,1.0,4.0,16.0,2.0,0.0,0.0
2025-26,Italy Serie A,1090.0,A Bernede,26.7,1999-05-26 00:00:00,France,178.0,Verona,21.0,1624.0,Midfielder,6.931900000000001,11.0,3.0,1.0,2.0,600.0,18.0,55.0,6.0,9.0,194.0,91.0,27.0,13.0,15.0,41.0,1.0,0.0,0.0
2024-25,Germany Bundesliga,47696.0,A Bernhardsson,27.4,1998-09-08 00:00:00,Sweden,185.0,Holstein Kiel,19.0,1269.0,Attacker,6.80531533,21.0,14.0,7.0,2.0,273.0,17.0,29.0,0.0,6.0,196.0,85.0,50.0,22.0,15.0,21.0,3.0,0.0,9515.0
2024-25,Belgium Jupiler,108064.0,A Bernier,28.4,1997-09-10 00:00:00,Belgium,170.0,Charleroi,38.0,2416.0,Attacker,6.80679972,28.0,10.0,5.0,3.0,671.0,38.0,51.0,2.0,10.0,264.0,115.0,66.0,28.0,22.0,21.0,5.0,0.0,0.0
2025-26,Belgium Jupiler,108064.0,A Bernier,28.4,1997-09-10 00:00:00,Belgium,170.0,Charleroi,20.0,1151.0,Attacker,6.6052,8.0,5.0,3.0,1.0,318.0,11.0,22.0,2.0,6.0,160.0,74.0,32.0,16.0,23.0,21.0,4.0,0.0,0.0
2025-26,Belgium Jupiler,129126.0,A Bertaccini,25.5,2000-08-13 00:00:00,Belgium,173.0,Anderlecht,15.0,905.0,Attacker,6.3072,24.0,12.0,2.0,0.0,188.0,6.0,7.0,0.0,1.0,95.0,26.0,29.0,7.0,8.0,14.0,4.0,0.0,0.0
2024-25,Belgium Jupiler,129126.0,A Bertaccini,25.5,2000-08-13 00:00:00,Belgium,173.0,St Truiden,33.0,2765.0,Attacker,7.3329346200000005,77.0,46.0,21.0,4.0,571.0,18.0,20.0,2.0,4.0,314.0,127.0,107.0,48.0,32.0,32.0,9.0,0.0,0.0
